,0,1,2,3,4,5
0,0.06945337620578779,0.06495176848874598,0.06109324758842444,0.0,0.06881028938906752,0.04823151125401929
1,0.044142614601018676,0.042444821731748725,0.04074702886247878,0.0,0.04584040747028863,0.03225806451612903
2,0.0724893917963225,0.06612446958981612,0.06294200848656294,0.0,0.07425742574257425,0.04809052333804809
3,0.06988138215575039,0.06549767921609077,0.062403300670448685,0.0,0.07271789582258896,0.05054151624548736
4,0.0638036809815951,0.06073619631901841,0.05644171779141104,0.0,0.0656441717791411,0.04723926380368098
5,0.060452418096723866,0.05382215288611544,0.05031201248049922,0.0,0.06474258970358815,0.039781591263650544
6,0.0638036809815951,0.06073619631901841,0.05644171779141104,0.0,0.0656441717791411,0.04723926380368098
7,0.07019278299555116,0.06450815620365793,0.06104794859120118,0.0,0.07291151754819575,0.049184379634206625
8,0.06857502359232463,0.06417112299465241,0.061969172695816296,0.0,0.0710915382195659,0.04844290657439446
9,0.07512417218543047,0.06974337748344371,0.06705298013245033,0.0,0.07657284768211921,0.04946192052980133
10,0.0742260350615442,0.05893323386795972,0.05557627750839239,0.0,0.07646400596792241,0.047743379336068634
11,0.06505240332490062,0.05818576075171666,0.05529454282616552,0.0,0.06794362125045175,0.04409107336465486
12,0.07315634218289085,0.06843657817109144,0.06588003933136677,0.0,0.07472959685349066,0.046214355948869225
13,0.07322834645669292,0.06771653543307087,0.06404199475065617,0.0,0.07454068241469816,0.048293963254593175
14,0.0580168776371308,0.052039381153305204,0.048874824191279885,0.0,0.06188466947960619,0.03867791842475387
15,0.07608011084519462,0.07053785111474997,0.07104169290842675,0.0,0.07759163622622496,0.04937649578032498
16,0.06129032258064516,0.05443548387096774,0.05040322580645161,0.0,0.06532258064516129,0.039919354838709675
17,0.06521296107601386,0.05971061748522519,0.055838597921336865,0.0,0.06888119013653964,0.043203586712859184
18,0.058107696988135074,0.055065409187709156,0.050501977487070276,0.0,0.061758442348646185,0.039549741405536964
19,0.07212558336868902,0.06448875689435724,0.061094611794654224,0.0,0.07424692405600339,0.047093763258379294
20,0.044888547271329744,0.040584166026133746,0.03873943120676403,0.0,0.04842428900845504,0.030745580322828592
21,0.0736884261113336,0.06928313976772127,0.06327593111734081,0.0,0.07569082899479375,0.050861033239887866
22,0.06973058637083994,0.06418383518225039,0.0612783940834654,0.0,0.07316428948758584,0.04833597464342314
23,0.07322834645669292,0.06771653543307087,0.06404199475065617,0.0,0.07454068241469816,0.048293963254593175
24,0.07491749174917492,0.06798679867986798,0.06468646864686468,0.0,0.07656765676567656,0.04950495049504951
25,0.058107696988135074,0.055065409187709156,0.050501977487070276,0.0,0.061758442348646185,0.039549741405536964
26,0.05465116279069768,0.053488372093023255,0.04883720930232558,0.0,0.053488372093023255,0.04186046511627907
27,0.07993197278911565,0.07426303854875284,0.07199546485260772,0.0,0.08049886621315193,0.05782312925170068
28,0.060014461315979754,0.05386840202458424,0.049891540130151846,0.0,0.064352856109906,0.03940708604483008
29,0.0638036809815951,0.06073619631901841,0.05644171779141104,0.0,0.0656441717791411,0.04723926380368098
30,0.07379032258064516,0.06935483870967742,0.06290322580645161,0.0,0.07580645161290323,0.05040322580645161
31,0.06457182320441988,0.058011049723756904,0.05490331491712707,0.0,0.06837016574585636,0.04247237569060774
32,0.06220419202163624,0.055780933062880324,0.05273833671399594,0.0,0.06592292089249494,0.041244083840432724
33,0.0793720017444396,0.06934147405146097,0.06716092455298735,0.0,0.08242477104230266,0.0510248582642826
34,0.035576923076923075,0.03653846153846154,0.03365384615384615,0.0,0.03653846153846154,0.023076923076923078
35,0.07572319909245605,0.0706182643221781,0.06693136698808849,0.0,0.07714123652864435,0.05360181508791832
36,0.0712890625,0.064453125,0.061848958333333336,0.0,0.0732421875,0.046549479166666664
37,0.05465116279069768,0.053488372093023255,0.04883720930232558,0.0,0.053488372093023255,0.04186046511627907
38,0.07079646017699115,0.06619469026548673,0.06265486725663717,0.0,0.07256637168141593,0.05203539823008849
39,0.07943067033976126,0.06841138659320478,0.0674931129476584,0.0,0.08172635445362718,0.051423324150596875
40,0.07511940946591403,0.06600086843247938,0.06469821971341728,0.0,0.07859313938341293,0.04993486756404689
41,0.07528230865746549,0.06691760769552489,0.06608113759933082,0.0,0.07862818904224174,0.050188205771643665
42,0.07079646017699115,0.06619469026548673,0.06265486725663717,0.0,0.07256637168141593,0.05203539823008849
43,0.07145661562622693,0.06556733411857087,0.061248527679623084,0.0,0.0745975657636435,0.04868472712995681
44,0.06945337620578779,0.06495176848874598,0.06109324758842444,0.0,0.06881028938906752,0.04823151125401929
45,0.044142614601018676,0.042444821731748725,0.04074702886247878,0.0,0.04584040747028863,0.03225806451612903
46,0.0724893917963225,0.06612446958981612,0.06294200848656294,0.0,0.07425742574257425,0.04809052333804809
47,0.06988138215575039,0.06549767921609077,0.062403300670448685,0.0,0.07271789582258896,0.05054151624548736
48,0.0638036809815951,0.06073619631901841,0.05644171779141104,0.0,0.0656441717791411,0.04723926380368098
49,0.060452418096723866,0.05382215288611544,0.05031201248049922,0.0,0.06474258970358815,0.039781591263650544
50,0.0638036809815951,0.06073619631901841,0.05644171779141104,0.0,0.0656441717791411,0.04723926380368098
51,0.07019278299555116,0.06450815620365793,0.06104794859120118,0.0,0.07291151754819575,0.049184379634206625
52,0.06857502359232463,0.06417112299465241,0.061969172695816296,0.0,0.0710915382195659,0.04844290657439446
53,0.07512417218543047,0.06974337748344371,0.06705298013245033,0.0,0.07657284768211921,0.04946192052980133
54,0.0742260350615442,0.05893323386795972,0.05557627750839239,0.0,0.07646400596792241,0.047743379336068634
55,0.06505240332490062,0.05818576075171666,0.05529454282616552,0.0,0.06794362125045175,0.04409107336465486
