,0,1,2,3,4,5,6
0,0.029311001141987057,0.020936429387133613,0.03654358583936049,0.03121431290445375,0.0,0.029311001141987057,0.03197563760944042
1,0.05200501253132832,0.03696741854636591,0.06265664160401002,0.05451127819548872,0.0,0.05012531328320802,0.05827067669172932
2,0.027707808564231738,0.022670025188916875,0.04408060453400504,0.027707808564231738,0.0,0.027707808564231738,0.031486146095717885
3,0.02527075812274368,0.02211191335740072,0.042418772563176894,0.02572202166064982,0.0,0.02527075812274368,0.03925992779783394
4,0.032134902958956414,0.023862551702195353,0.04263442570792237,0.03149856824689787,0.0,0.03181673560292714,0.035952911231307665
5,0.02532790592492085,0.018091361374943465,0.03211216644052465,0.026232473993668022,0.0,0.02532790592492085,0.030303030303030304
6,0.053479381443298966,0.03801546391752577,0.06443298969072164,0.05605670103092784,0.0,0.05154639175257732,0.059922680412371136
7,0.02837902837902838,0.02068302068302068,0.03607503607503607,0.031265031265031266,0.0,0.027898027898027897,0.031265031265031266
8,0.03137966804979253,0.021265560165975105,0.03812240663900415,0.03319502074688797,0.0,0.03137966804979253,0.0350103734439834
9,0.03356890459363958,0.026501766784452298,0.04946996466431095,0.03489399293286219,0.0,0.03312720848056537,0.038869257950530034
10,0.031042128603104215,0.025129342202512936,0.04804138950480414,0.031781226903178125,0.0,0.031042128603104215,0.03473762010347376
11,0.0339097999321804,0.025771447948457104,0.042726347914547304,0.035266191929467616,0.0,0.033231603933536795,0.03797897592404205
12,0.029311001141987057,0.020936429387133613,0.03654358583936049,0.03121431290445375,0.0,0.029311001141987057,0.03197563760944042
13,0.024143985952589993,0.017120280948200176,0.029411764705882353,0.026777875329236173,0.0,0.02370500438981563,0.026777875329236173
14,0.03475080018289895,0.022862368541380886,0.04298125285779607,0.03475080018289895,0.0,0.03429355281207133,0.039323273891175126
15,0.03371198241113961,0.024551117625503847,0.0443385855624771,0.03334554781971418,0.0,0.03224624404543789,0.03884206669109564
16,0.027707808564231738,0.022670025188916875,0.04408060453400504,0.027707808564231738,0.0,0.027707808564231738,0.031486146095717885
