,0,1,2,3,4
0,0.04956463496316142,0.0,0.05179727617771824,0.05648582272828757,0.03438267470417504
1,0.06482429205049471,0.0,0.06755373592630501,0.0736949846468782,0.04674172637325145
2,0.050335570469798654,0.0,0.053691275167785234,0.06040268456375839,0.03825503355704698
3,0.05425772418990203,0.0,0.05576488319517709,0.06279829188646069,0.043205224817884955
4,0.05222203008818952,0.0,0.05550752204738025,0.06207850596576171,0.03786961784540896
5,0.049773755656108594,0.0,0.05072636341986187,0.059299833293641344,0.03596094308168612
6,0.06565478291563713,0.0,0.06847864454641722,0.07483233321567243,0.047299682315566534
7,0.049042367962855486,0.0,0.05165409170052235,0.05542658154381892,0.03453279164248404
8,0.052050473186119876,0.0,0.05362776025236593,0.06025236593059937,0.03596214511041009
9,0.05409219190968956,0.0,0.05714957666980244,0.06279397930385701,0.03951081843838194
10,0.05221203666799522,0.0,0.055001992825827024,0.06137903547229972,0.038262255878836186
11,0.05326331582895724,0.0,0.05588897224306077,0.0613278319579895,0.03825956489122281
12,0.04956463496316142,0.0,0.05179727617771824,0.05648582272828757,0.03438267470417504
13,0.047288614751991774,0.0,0.049087638139295814,0.053713698278077614,0.03315343099460293
14,0.054131736526946105,0.0,0.05604790419161677,0.06395209580838324,0.03832335329341317
15,0.053515408747001295,0.0,0.056098911238235835,0.06384941871193947,0.039121609152980255
16,0.050335570469798654,0.0,0.053691275167785234,0.06040268456375839,0.03825503355704698
17,0.06390977443609022,0.0,0.06685191238966982,0.06848643347499182,0.04691075514874142
18,0.05393548387096774,0.0,0.05496774193548387,0.06451612903225806,0.03793548387096774
19,0.05701191567369386,0.0,0.05884509624197984,0.06489459211732355,0.03996333638863428
20,0.05155875299760192,0.0,0.0539568345323741,0.0639488409272582,0.03796962430055955
21,0.05133267522211254,0.0,0.050345508390918066,0.0562685093780849,0.03652517275419546
22,0.0477725674091442,0.0,0.049824150058616644,0.05451348182883939,0.033704572098475966
23,0.05409219190968956,0.0,0.05714957666980244,0.06279397930385701,0.03951081843838194
24,0.05320855614973262,0.0,0.05427807486631016,0.06417112299465241,0.03796791443850268
25,0.05487977369165488,0.0,0.05884016973125884,0.06336633663366337,0.039603960396039604
26,0.054304635761589407,0.0,0.05717439293598234,0.06291390728476821,0.03863134657836645
27,0.05634588563458856,0.0,0.05746164574616457,0.06555090655509066,0.039888423988842396
28,0.04772344013490725,0.0,0.05092748735244519,0.056155143338954466,0.03456998313659359
29,0.055572519083969464,0.0,0.057404580152671754,0.06564885496183206,0.04030534351145038
30,0.05364963503649635,0.0,0.05857664233576643,0.06167883211678832,0.03905109489051095
31,0.05482954545454546,0.0,0.058522727272727275,0.06335227272727273,0.039488636363636365
32,0.05221203666799522,0.0,0.055001992825827024,0.06137903547229972,0.038262255878836186
33,0.05503785672684915,0.0,0.058532323820617356,0.06231799650553291,0.039312754804892255
34,0.04745289602233078,0.0,0.045359385903698535,0.050942079553384506,0.03279832519190509
35,0.06532343584305408,0.0,0.07062566277836692,0.07083775185577942,0.04528101802757158
36,0.05657395701643489,0.0,0.05941845764854614,0.06447534766118837,0.04013906447534766
37,0.049630655586334255,0.0,0.04939981532779317,0.05817174515235457,0.03462603878116344
38,0.03979394719896973,0.0,0.04043786220218931,0.04571796522858983,0.027301996136509982
39,0.05917828872973992,0.0,0.06407840180927252,0.07010931021485112,0.04372408594044478
40,0.056745349382523055,0.0,0.05987181491324058,0.065655776145068,0.03970611224011255
41,0.05221203666799522,0.0,0.055001992825827024,0.06137903547229972,0.038262255878836186
42,0.04833424358274167,0.0,0.0505188421627526,0.05406881485527035,0.03386127799016931
43,0.05088015432843019,0.0,0.05063901615625754,0.05907885218230046,0.03520617313720762
44,0.051865332120109194,0.0,0.05232029117379436,0.059144676979071886,0.036851683348498636
45,0.05701191567369386,0.0,0.05884509624197984,0.06489459211732355,0.03996333638863428
46,0.05401268314017057,0.0,0.055762081784386616,0.06429040017493987,0.03826809534222611
47,0.04863329783457579,0.0,0.05005324813631523,0.058927937522186724,0.034433794817181396
48,0.05379746835443038,0.0,0.05560578661844485,0.06374321880650995,0.03774864376130199
49,0.07307898979043526,0.0,0.07442235357334766,0.08087049973132725,0.05749596990865126
50,0.04956463496316142,0.0,0.05179727617771824,0.05648582272828757,0.03438267470417504
51,0.06482429205049471,0.0,0.06755373592630501,0.0736949846468782,0.04674172637325145
52,0.050335570469798654,0.0,0.053691275167785234,0.06040268456375839,0.03825503355704698
53,0.05425772418990203,0.0,0.05576488319517709,0.06279829188646069,0.043205224817884955
54,0.05222203008818952,0.0,0.05550752204738025,0.06207850596576171,0.03786961784540896
55,0.049773755656108594,0.0,0.05072636341986187,0.059299833293641344,0.03596094308168612
56,0.06565478291563713,0.0,0.06847864454641722,0.07483233321567243,0.047299682315566534
57,0.049042367962855486,0.0,0.05165409170052235,0.05542658154381892,0.03453279164248404
58,0.052050473186119876,0.0,0.05362776025236593,0.06025236593059937,0.03596214511041009
59,0.05409219190968956,0.0,0.05714957666980244,0.06279397930385701,0.03951081843838194
60,0.05221203666799522,0.0,0.055001992825827024,0.06137903547229972,0.038262255878836186
61,0.05326331582895724,0.0,0.05588897224306077,0.0613278319579895,0.03825956489122281
62,0.04956463496316142,0.0,0.05179727617771824,0.05648582272828757,0.03438267470417504
63,0.047288614751991774,0.0,0.049087638139295814,0.053713698278077614,0.03315343099460293
64,0.054131736526946105,0.0,0.05604790419161677,0.06395209580838324,0.03832335329341317
65,0.053515408747001295,0.0,0.056098911238235835,0.06384941871193947,0.039121609152980255
66,0.050335570469798654,0.0,0.053691275167785234,0.06040268456375839,0.03825503355704698
67,0.06390977443609022,0.0,0.06685191238966982,0.06848643347499182,0.04691075514874142
68,0.05393548387096774,0.0,0.05496774193548387,0.06451612903225806,0.03793548387096774
69,0.05701191567369386,0.0,0.05884509624197984,0.06489459211732355,0.03996333638863428
70,0.05155875299760192,0.0,0.0539568345323741,0.0639488409272582,0.03796962430055955
71,0.05133267522211254,0.0,0.050345508390918066,0.0562685093780849,0.03652517275419546
72,0.0477725674091442,0.0,0.049824150058616644,0.05451348182883939,0.033704572098475966
73,0.05409219190968956,0.0,0.05714957666980244,0.06279397930385701,0.03951081843838194
74,0.05320855614973262,0.0,0.05427807486631016,0.06417112299465241,0.03796791443850268
75,0.05487977369165488,0.0,0.05884016973125884,0.06336633663366337,0.039603960396039604
76,0.054304635761589407,0.0,0.05717439293598234,0.06291390728476821,0.03863134657836645
77,0.05634588563458856,0.0,0.05746164574616457,0.06555090655509066,0.039888423988842396
78,0.04772344013490725,0.0,0.05092748735244519,0.056155143338954466,0.03456998313659359
79,0.055572519083969464,0.0,0.057404580152671754,0.06564885496183206,0.04030534351145038
80,0.05364963503649635,0.0,0.05857664233576643,0.06167883211678832,0.03905109489051095
81,0.05482954545454546,0.0,0.058522727272727275,0.06335227272727273,0.039488636363636365
82,0.05221203666799522,0.0,0.055001992825827024,0.06137903547229972,0.038262255878836186
83,0.05503785672684915,0.0,0.058532323820617356,0.06231799650553291,0.039312754804892255
84,0.04745289602233078,0.0,0.045359385903698535,0.050942079553384506,0.03279832519190509
85,0.06532343584305408,0.0,0.07062566277836692,0.07083775185577942,0.04528101802757158
86,0.05657395701643489,0.0,0.05941845764854614,0.06447534766118837,0.04013906447534766
87,0.049630655586334255,0.0,0.04939981532779317,0.05817174515235457,0.03462603878116344
88,0.03979394719896973,0.0,0.04043786220218931,0.04571796522858983,0.027301996136509982
89,0.05917828872973992,0.0,0.06407840180927252,0.07010931021485112,0.04372408594044478
90,0.056745349382523055,0.0,0.05987181491324058,0.065655776145068,0.03970611224011255
91,0.05221203666799522,0.0,0.055001992825827024,0.06137903547229972,0.038262255878836186
92,0.04833424358274167,0.0,0.0505188421627526,0.05406881485527035,0.03386127799016931
93,0.05088015432843019,0.0,0.05063901615625754,0.05907885218230046,0.03520617313720762
94,0.051865332120109194,0.0,0.05232029117379436,0.059144676979071886,0.036851683348498636
95,0.05701191567369386,0.0,0.05884509624197984,0.06489459211732355,0.03996333638863428
96,0.05401268314017057,0.0,0.055762081784386616,0.06429040017493987,0.03826809534222611
97,0.04863329783457579,0.0,0.05005324813631523,0.058927937522186724,0.034433794817181396
98,0.05379746835443038,0.0,0.05560578661844485,0.06374321880650995,0.03774864376130199
99,0.07307898979043526,0.0,0.07442235357334766,0.08087049973132725,0.05749596990865126
