,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.046261430876815494,0.047337278106508875,0.046261430876815494,0.0521785906401291,0.046261430876815494,0.04464766003227542,0.047875201721355565,0.047337278106508875,0.047875201721355565,0.046261430876815494,0.047875201721355565,0.046799354491662185,0.047875201721355565,0.046261430876815494,0.046261430876815494,0.047337278106508875,0.046261430876815494,0.047875201721355565,0.047875201721355565,0.047875201721355565,0.046261430876815494,0.047337278106508875,0.046261430876815494,0.0,0.03442711135018827,0.046261430876815494,0.0457235072619688,0.04464766003227542,0.037654653039268425,0.046261430876815494,0.03442711135018827,0.05755782678859602
1,0.036101083032490974,0.03730445246690734,0.036101083032490974,0.0421179302045728,0.036101083032490974,0.03850782190132371,0.03730445246690734,0.039711191335740074,0.03730445246690734,0.03730445246690734,0.03730445246690734,0.03730445246690734,0.03730445246690734,0.036101083032490974,0.03730445246690734,0.03730445246690734,0.03730445246690734,0.03730445246690734,0.03730445246690734,0.03730445246690734,0.039711191335740074,0.03730445246690734,0.0421179302045728,0.0,0.02527075812274368,0.039711191335740074,0.036101083032490974,0.036101083032490974,0.032490974729241874,0.039711191335740074,0.02527075812274368,0.05054151624548736
2,0.04420401854714065,0.04574961360123648,0.04420401854714065,0.04976816074188563,0.04420401854714065,0.04574961360123648,0.04605873261205564,0.04698608964451314,0.04605873261205564,0.04605873261205564,0.04605873261205564,0.04605873261205564,0.04636785162287481,0.04420401854714065,0.04605873261205564,0.04574961360123648,0.04605873261205564,0.04636785162287481,0.04605873261205564,0.04605873261205564,0.04698608964451314,0.04605873261205564,0.0482225656877898,0.0,0.029675425038639878,0.04698608964451314,0.04420401854714065,0.04451313755795981,0.0401854714064915,0.04698608964451314,0.029675425038639878,0.05656877897990727
3,0.043093407873282086,0.04472396925227114,0.043093407873282086,0.048683904029815976,0.043093407873282086,0.04449103191241556,0.045888655951549034,0.045422781271837874,0.045888655951549034,0.045422781271837874,0.045888655951549034,0.045422781271837874,0.04728627999068251,0.043093407873282086,0.045422781271837874,0.04472396925227114,0.045422781271837874,0.04728627999068251,0.045888655951549034,0.045888655951549034,0.045422781271837874,0.04612159329140461,0.04612159329140461,0.0,0.033077102259492196,0.045422781271837874,0.043093407873282086,0.04379221989284882,0.03843466107617051,0.045422781271837874,0.033077102259492196,0.0605637083624505
4,0.04710144927536232,0.049689440993788817,0.04710144927536232,0.05227743271221532,0.04710144927536232,0.04606625258799172,0.048654244306418216,0.05020703933747412,0.048654244306418216,0.04813664596273292,0.048654244306418216,0.04813664596273292,0.05020703933747412,0.04710144927536232,0.04813664596273292,0.049689440993788817,0.04813664596273292,0.05020703933747412,0.048654244306418216,0.048654244306418216,0.044513457556935816,0.05124223602484472,0.04503105590062112,0.0,0.037267080745341616,0.044513457556935816,0.04710144927536232,0.045548654244306416,0.037267080745341616,0.044513457556935816,0.037267080745341616,0.05952380952380952
5,0.036547163243995824,0.03793943612948138,0.036547163243995824,0.041072050121823876,0.036547163243995824,0.03759136790810999,0.03828750435085277,0.03863557257222416,0.03828750435085277,0.03828750435085277,0.03828750435085277,0.03828750435085277,0.03863557257222416,0.036547163243995824,0.03828750435085277,0.03793943612948138,0.03828750435085277,0.03863557257222416,0.03828750435085277,0.03828750435085277,0.03863557257222416,0.03828750435085277,0.03933170901496694,0.0,0.026453184824225547,0.03863557257222416,0.036547163243995824,0.03689523146536721,0.03306648103028194,0.03863557257222416,0.026453184824225547,0.049773755656108594
6,0.04710144927536232,0.049689440993788817,0.04710144927536232,0.05227743271221532,0.04710144927536232,0.04606625258799172,0.048654244306418216,0.05020703933747412,0.048654244306418216,0.04813664596273292,0.048654244306418216,0.04813664596273292,0.05020703933747412,0.04710144927536232,0.04813664596273292,0.049689440993788817,0.04813664596273292,0.05020703933747412,0.048654244306418216,0.048654244306418216,0.044513457556935816,0.05124223602484472,0.04503105590062112,0.0,0.037267080745341616,0.044513457556935816,0.04710144927536232,0.045548654244306416,0.037267080745341616,0.044513457556935816,0.037267080745341616,0.05952380952380952
7,0.04279817510319357,0.04475342168151206,0.04279817510319357,0.0482294155985227,0.04279817510319357,0.04279817510319357,0.044318922441885726,0.04605691940039105,0.044318922441885726,0.043667173582446234,0.044318922441885726,0.043884423202259396,0.04475342168151206,0.04279817510319357,0.043667173582446234,0.04475342168151206,0.043667173582446234,0.04475342168151206,0.044318922441885726,0.044318922441885726,0.044101672822072564,0.04518792092113839,0.045405170540951556,0.0,0.031066695633282643,0.044101672822072564,0.042580925483380404,0.04149467738431458,0.03736693460786444,0.044101672822072564,0.031066695633282643,0.05757114925048881
8,0.045740892906053134,0.046562585592988225,0.045740892906053134,0.051218844152287044,0.045740892906053134,0.04546699534374144,0.04738427827992331,0.047658175842235,0.04738427827992331,0.045740892906053134,0.04738427827992331,0.046288688030676525,0.0479320734045467,0.045740892906053134,0.045740892906053134,0.046562585592988225,0.045740892906053134,0.0479320734045467,0.04738427827992331,0.04738427827992331,0.047110380717611616,0.047110380717611616,0.04820597096685839,0.0,0.03231991235278006,0.047110380717611616,0.04519309778142974,0.04437140509449466,0.04053683922213092,0.047110380717611616,0.03231991235278006,0.06053136127088469
9,0.04818129880022853,0.049514378213673584,0.04818129880022853,0.05275185678918301,0.04818129880022853,0.0500856979622929,0.05046657779470577,0.05065701771091221,0.05046657779470577,0.05046657779470577,0.05046657779470577,0.05065701771091221,0.05103789754332508,0.04818129880022853,0.05046657779470577,0.049514378213673584,0.05046657779470577,0.05103789754332508,0.05046657779470577,0.05046657779470577,0.0500856979622929,0.0500856979622929,0.051228337459531516,0.0,0.03294610550371358,0.0500856979622929,0.04799085888402209,0.04894305846505428,0.044372500476099794,0.0500856979622929,0.03294610550371358,0.06170253285088555
